stnId,stnNm,yyyymm,days_in_month,yn_month,avg_yn_month
211,인제,2024-08,31,23,0.7419354838709677
211,인제,2024-09,30,18,0.6
211,인제,2024-10,31,24,0.7741935483870968
211,인제,2024-11,30,23,0.7666666666666667
211,인제,2024-12,31,4,0.12903225806451613
212,홍천,2024-01,31,8,0.25806451612903225
212,홍천,2024-02,29,12,0.41379310344827586
212,홍천,2024-03,31,20,0.6451612903225806
212,홍천,2024-04,30,24,0.8
212,홍천,2024-05,31,24,0.7741935483870968
212,홍천,2024-06,30,21,0.7
212,홍천,2024-07,31,12,0.3870967741935484
212,홍천,2024-08,31,25,0.8064516129032258
212,홍천,2024-09,30,20,0.6666666666666666
212,홍천,2024-10,31,23,0.7419354838709677
212,홍천,2024-11,30,22,0.7333333333333333
212,홍천,2024-12,31,5,0.16129032258064516
216,태백,2024-01,31,6,0.1935483870967742
216,태백,2024-02,29,3,0.10344827586206896
216,태백,2024-03,31,14,0.45161290322580644
216,태백,2024-04,30,21,0.7
216,태백,2024-05,31,22,0.7096774193548387
216,태백,2024-06,30,22,0.7333333333333333
216,태백,2024-07,31,13,0.41935483870967744
216,태백,2024-08,31,18,0.5806451612903226
216,태백,2024-09,30,13,0.43333333333333335
216,태백,2024-10,31,15,0.4838709677419355
216,태백,2024-11,30,20,0.6666666666666666
216,태백,2024-12,31,3,0.0967741935483871
217,정선군,2024-01,31,6,0.1935483870967742
217,정선군,2024-02,29,6,0.20689655172413793
217,정선군,2024-03,31,18,0.5806451612903226
217,정선군,2024-04,30,24,0.8
217,정선군,2024-05,31,21,0.6774193548387096
217,정선군,2024-06,30,19,0.6333333333333333
217,정선군,2024-07,31,15,0.4838709677419355
217,정선군,2024-08,31,20,0.6451612903225806
217,정선군,2024-09,30,19,0.6333333333333333
217,정선군,2024-10,31,23,0.7419354838709677
217,정선군,2024-11,30,24,0.8
217,정선군,2024-12,31,8,0.25806451612903225
221,제천,2024-01,31,7,0.22580645161290322
221,제천,2024-02,29,12,0.41379310344827586
221,제천,2024-03,31,19,0.6129032258064516
221,제천,2024-04,30,25,0.8333333333333334
221,제천,2024-05,31,22,0.7096774193548387
221,제천,2024-06,30,22,0.7333333333333333
221,제천,2024-07,31,12,0.3870967741935484
221,제천,2024-08,31,21,0.6774193548387096
221,제천,2024-09,30,18,0.6
221,제천,2024-10,31,21,0.6774193548387096
221,제천,2024-11,30,20,0.6666666666666666
221,제천,2024-12,31,3,0.0967741935483871
226,보은,2024-01,31,8,0.25806451612903225
226,보은,2024-02,29,10,0.3448275862068966
226,보은,2024-03,31,21,0.6774193548387096
226,보은,2024-04,30,22,0.7333333333333333
226,보은,2024-05,31,21,0.6774193548387096
226,보은,2024-06,30,23,0.7666666666666667
226,보은,2024-07,31,13,0.41935483870967744
226,보은,2024-08,31,22,0.7096774193548387
226,보은,2024-09,30,21,0.7
226,보은,2024-10,31,19,0.6129032258064516
226,보은,2024-11,30,20,0.6666666666666666
226,보은,2024-12,31,11,0.3548387096774194
232,천안,2024-01,31,9,0.2903225806451613
232,천안,2024-02,29,15,0.5172413793103449
232,천안,2024-03,31,18,0.5806451612903226
232,천안,2024-04,30,24,0.8
232,천안,2024-05,31,23,0.7419354838709677
232,천안,2024-06,30,24,0.8
232,천안,2024-07,31,11,0.3548387096774194
232,천안,2024-08,31,23,0.7419354838709677
232,천안,2024-09,30,20,0.6666666666666666
232,천안,2024-10,31,20,0.6451612903225806
232,천안,2024-11,30,21,0.7
232,천안,2024-12,31,11,0.3548387096774194
235,보령,2024-01,31,13,0.41935483870967744
235,보령,2024-02,29,17,0.5862068965517241
235,보령,2024-03,31,23,0.7419354838709677
235,보령,2024-04,30,23,0.7666666666666667
235,보령,2024-05,31,22,0.7096774193548387
235,보령,2024-06,30,24,0.8
235,보령,2024-07,31,15,0.4838709677419355
235,보령,2024-08,31,21,0.6774193548387096
235,보령,2024-09,30,23,0.7666666666666667
235,보령,2024-10,31,20,0.6451612903225806
235,보령,2024-11,30,19,0.6333333333333333
235,보령,2024-12,31,13,0.41935483870967744
236,부여,2024-01,31,11,0.3548387096774194
236,부여,2024-02,29,14,0.4827586206896552
236,부여,2024-03,31,21,0.6774193548387096
236,부여,2024-04,30,21,0.7
236,부여,2024-05,31,24,0.7741935483870968
236,부여,2024-06,30,24,0.8
236,부여,2024-07,31,11,0.3548387096774194
236,부여,2024-08,31,21,0.6774193548387096
236,부여,2024-09,30,23,0.7666666666666667
236,부여,2024-10,31,19,0.6129032258064516
236,부여,2024-11,30,18,0.6
236,부여,2024-12,31,12,0.3870967741935484
238,금산,2024-01,31,7,0.22580645161290322
238,금산,2024-02,29,11,0.3793103448275862
238,금산,2024-03,31,18,0.5806451612903226
238,금산,2024-04,30,21,0.7
238,금산,2024-05,31,22,0.7096774193548387
238,금산,2024-06,30,25,0.8333333333333334
238,금산,2024-07,31,14,0.45161290322580644
238,금산,2024-08,31,23,0.7419354838709677
238,금산,2024-09,30,22,0.7333333333333333
238,금산,2024-10,31,19,0.6129032258064516
238,금산,2024-11,30,20,0.6666666666666666
238,금산,2024-12,31,13,0.41935483870967744
239,세종,2024-01,31,9,0.2903225806451613
239,세종,2024-02,29,13,0.4482758620689655
239,세종,2024-03,31,22,0.7096774193548387
239,세종,2024-04,30,23,0.7666666666666667
239,세종,2024-05,31,22,0.7096774193548387
239,세종,2024-06,30,24,0.8
239,세종,2024-07,31,12,0.3870967741935484
239,세종,2024-08,31,21,0.6774193548387096
239,세종,2024-09,30,22,0.7333333333333333
239,세종,2024-10,31,18,0.5806451612903226
239,세종,2024-11,30,20,0.6666666666666666
239,세종,2024-12,31,17,0.5483870967741935
243,부안,2024-01,31,13,0.41935483870967744
243,부안,2024-02,29,15,0.5172413793103449
243,부안,2024-03,31,25,0.8064516129032258
243,부안,2024-04,30,21,0.7
243,부안,2024-05,31,22,0.7096774193548387
243,부안,2024-06,30,24,0.8
243,부안,2024-07,31,11,0.3548387096774194
243,부안,2024-08,31,24,0.7741935483870968
243,부안,2024-09,30,23,0.7666666666666667
243,부안,2024-10,31,17,0.5483870967741935
243,부안,2024-11,30,19,0.6333333333333333
243,부안,2024-12,31,15,0.4838709677419355
244,임실,2024-01,31,8,0.25806451612903225
244,임실,2024-02,29,12,0.41379310344827586
244,임실,2024-03,31,17,0.5483870967741935
244,임실,2024-04,30,21,0.7
244,임실,2024-05,31,21,0.6774193548387096
244,임실,2024-06,30,23,0.7666666666666667
244,임실,2024-07,31,11,0.3548387096774194
244,임실,2024-08,31,21,0.6774193548387096
244,임실,2024-09,30,21,0.7
244,임실,2024-10,31,19,0.6129032258064516
244,임실,2024-11,30,19,0.6333333333333333
244,임실,2024-12,31,11,0.3548387096774194
245,정읍,2024-01,31,12,0.3870967741935484
245,정읍,2024-02,29,14,0.4827586206896552
245,정읍,2024-03,31,23,0.7419354838709677
245,정읍,2024-04,30,19,0.6333333333333333
245,정읍,2024-05,31,22,0.7096774193548387
245,정읍,2024-06,30,25,0.8333333333333334
245,정읍,2024-07,31,13,0.41935483870967744
245,정읍,2024-08,31,23,0.7419354838709677
245,정읍,2024-09,30,22,0.7333333333333333
245,정읍,2024-10,31,19,0.6129032258064516
245,정읍,2024-11,30,20,0.6666666666666666
245,정읍,2024-12,31,13,0.41935483870967744
247,남원,2024-01,31,10,0.3225806451612903
247,남원,2024-02,29,14,0.4827586206896552
247,남원,2024-03,31,21,0.6774193548387096
247,남원,2024-04,30,22,0.7333333333333333
247,남원,2024-05,31,20,0.6451612903225806
247,남원,2024-06,30,24,0.8
247,남원,2024-07,31,13,0.41935483870967744
247,남원,2024-08,31,22,0.7096774193548387
247,남원,2024-09,30,24,0.8
247,남원,2024-10,31,19,0.6129032258064516
247,남원,2024-11,30,20,0.6666666666666666
247,남원,2024-12,31,19,0.6129032258064516
248,장수,2024-01,31,6,0.1935483870967742
248,장수,2024-02,29,11,0.3793103448275862
248,장수,2024-03,31,19,0.6129032258064516
248,장수,2024-04,30,21,0.7
248,장수,2024-05,31,21,0.6774193548387096
248,장수,2024-06,30,22,0.7333333333333333
248,장수,2024-07,31,9,0.2903225806451613
248,장수,2024-08,31,20,0.6451612903225806
248,장수,2024-09,30,19,0.6333333333333333
248,장수,2024-10,31,19,0.6129032258064516
248,장수,2024-11,30,19,0.6333333333333333
248,장수,2024-12,31,7,0.22580645161290322
251,고창군,2024-01,31,11,0.3548387096774194
251,고창군,2024-02,29,12,0.41379310344827586
251,고창군,2024-03,31,22,0.7096774193548387
251,고창군,2024-04,30,21,0.7
251,고창군,2024-05,31,22,0.7096774193548387
251,고창군,2024-06,30,26,0.8666666666666667
251,고창군,2024-07,31,12,0.3870967741935484
251,고창군,2024-08,31,24,0.7741935483870968
251,고창군,2024-09,30,21,0.7
251,고창군,2024-10,31,17,0.5483870967741935
251,고창군,2024-11,30,20,0.6666666666666666
251,고창군,2024-12,31,12,0.3870967741935484
252,영광군,2024-01,31,14,0.45161290322580644
252,영광군,2024-02,29,13,0.4482758620689655
252,영광군,2024-03,31,17,0.5483870967741935
252,영광군,2024-04,30,20,0.6666666666666666
252,영광군,2024-05,31,21,0.6774193548387096
252,영광군,2024-06,30,24,0.8
252,영광군,2024-07,31,13,0.41935483870967744
252,영광군,2024-08,31,21,0.6774193548387096
252,영광군,2024-09,30,18,0.6
252,영광군,2024-10,31,17,0.5483870967741935
252,영광군,2024-11,30,20,0.6666666666666666
252,영광군,2024-12,31,16,0.5161290322580645
253,김해시,2024-01,31,18,0.5806451612903226
253,김해시,2024-02,29,17,0.5862068965517241
253,김해시,2024-03,31,22,0.7096774193548387
253,김해시,2024-04,30,22,0.7333333333333333
253,김해시,2024-05,31,20,0.6451612903225806
253,김해시,2024-06,30,22,0.7333333333333333
253,김해시,2024-07,31,11,0.3548387096774194
253,김해시,2024-08,31,23,0.7419354838709677
253,김해시,2024-09,30,25,0.8333333333333334
253,김해시,2024-10,31,20,0.6451612903225806
253,김해시,2024-11,30,26,0.8666666666666667
253,김해시,2024-12,31,31,1.0
254,순창군,2024-01,31,10,0.3225806451612903
254,순창군,2024-02,29,14,0.4827586206896552
254,순창군,2024-03,31,21,0.6774193548387096
254,순창군,2024-04,30,21,0.7
254,순창군,2024-05,31,20,0.6451612903225806
254,순창군,2024-06,30,24,0.8
254,순창군,2024-07,31,10,0.3225806451612903
254,순창군,2024-08,31,19,0.6129032258064516
254,순창군,2024-09,30,21,0.7
254,순창군,2024-10,31,18,0.5806451612903226
254,순창군,2024-11,30,21,0.7
254,순창군,2024-12,31,16,0.5161290322580645
255,북창원,2024-01,31,20,0.6451612903225806
255,북창원,2024-02,29,16,0.5517241379310345
255,북창원,2024-03,31,22,0.7096774193548387
255,북창원,2024-04,30,23,0.7666666666666667
255,북창원,2024-05,31,22,0.7096774193548387
255,북창원,2024-06,30,22,0.7333333333333333
255,북창원,2024-07,31,14,0.45161290322580644
255,북창원,2024-08,31,20,0.6451612903225806
255,북창원,2024-09,30,23,0.7666666666666667
255,북창원,2024-10,31,20,0.6451612903225806
255,북창원,2024-11,30,25,0.8333333333333334
255,북창원,2024-12,31,31,1.0
257,양산시,2024-01,31,19,0.6129032258064516
257,양산시,2024-02,29,17,0.5862068965517241
257,양산시,2024-03,31,22,0.7096774193548387
257,양산시,2024-04,30,24,0.8
257,양산시,2024-05,31,19,0.6129032258064516
257,양산시,2024-06,30,24,0.8
257,양산시,2024-07,31,16,0.5161290322580645
257,양산시,2024-08,31,22,0.7096774193548387
257,양산시,2024-09,30,22,0.7333333333333333
257,양산시,2024-10,31,21,0.6774193548387096
257,양산시,2024-11,30,27,0.9
257,양산시,2024-12,31,31,1.0
258,보성군,2024-01,31,17,0.5483870967741935
258,보성군,2024-02,29,14,0.4827586206896552
258,보성군,2024-03,31,19,0.6129032258064516
258,보성군,2024-04,30,21,0.7
258,보성군,2024-05,31,19,0.6129032258064516
258,보성군,2024-06,30,22,0.7333333333333333
258,보성군,2024-07,31,16,0.5161290322580645
258,보성군,2024-08,31,24,0.7741935483870968
258,보성군,2024-09,30,22,0.7333333333333333
258,보성군,2024-10,31,20,0.6451612903225806
258,보성군,2024-11,30,22,0.7333333333333333
258,보성군,2024-12,31,28,0.9032258064516129
259,강진군,2024-01,31,15,0.4838709677419355
259,강진군,2024-02,29,14,0.4827586206896552
259,강진군,2024-03,31,18,0.5806451612903226
259,강진군,2024-04,30,20,0.6666666666666666
259,강진군,2024-05,31,22,0.7096774193548387
259,강진군,2024-06,30,23,0.7666666666666667
259,강진군,2024-07,31,13,0.41935483870967744
259,강진군,2024-08,31,25,0.8064516129032258
259,강진군,2024-09,30,19,0.6333333333333333
259,강진군,2024-10,31,18,0.5806451612903226
259,강진군,2024-11,30,20,0.6666666666666666
259,강진군,2024-12,31,25,0.8064516129032258
260,장흥,2024-01,31,14,0.45161290322580644
260,장흥,2024-02,29,14,0.4827586206896552
260,장흥,2024-03,31,16,0.5161290322580645
260,장흥,2024-04,30,20,0.6666666666666666
260,장흥,2024-05,31,21,0.6774193548387096
260,장흥,2024-06,30,24,0.8
260,장흥,2024-07,31,14,0.45161290322580644
260,장흥,2024-08,31,26,0.8387096774193549
260,장흥,2024-09,30,20,0.6666666666666666
260,장흥,2024-10,31,18,0.5806451612903226
260,장흥,2024-11,30,21,0.7
260,장흥,2024-12,31,26,0.8387096774193549
261,해남,2024-01,31,17,0.5483870967741935
261,해남,2024-02,29,13,0.4482758620689655
261,해남,2024-03,31,18,0.5806451612903226
261,해남,2024-04,30,19,0.6333333333333333
261,해남,2024-05,31,22,0.7096774193548387
261,해남,2024-06,30,23,0.7666666666666667
261,해남,2024-07,31,13,0.41935483870967744
261,해남,2024-08,31,23,0.7419354838709677
261,해남,2024-09,30,21,0.7
261,해남,2024-10,31,19,0.6129032258064516
261,해남,2024-11,30,20,0.6666666666666666
261,해남,2024-12,31,26,0.8387096774193549
262,고흥,2024-01,31,20,0.6451612903225806
262,고흥,2024-02,29,14,0.4827586206896552
262,고흥,2024-03,31,19,0.6129032258064516
262,고흥,2024-04,30,20,0.6666666666666666
262,고흥,2024-05,31,20,0.6451612903225806
262,고흥,2024-06,30,23,0.7666666666666667
262,고흥,2024-07,31,14,0.45161290322580644
262,고흥,2024-08,31,27,0.8709677419354839
262,고흥,2024-09,30,23,0.7666666666666667
262,고흥,2024-10,31,20,0.6451612903225806
262,고흥,2024-11,30,21,0.7
262,고흥,2024-12,31,30,0.967741935483871
263,의령군,2024-01,31,16,0.5161290322580645
263,의령군,2024-02,29,16,0.5517241379310345
263,의령군,2024-03,31,22,0.7096774193548387
263,의령군,2024-04,30,23,0.7666666666666667
263,의령군,2024-05,31,21,0.6774193548387096
263,의령군,2024-06,30,24,0.8
263,의령군,2024-07,31,12,0.3870967741935484
263,의령군,2024-08,31,22,0.7096774193548387
263,의령군,2024-09,30,21,0.7
263,의령군,2024-10,31,21,0.6774193548387096
263,의령군,2024-11,30,24,0.8
263,의령군,2024-12,31,28,0.9032258064516129
264,함양군,2024-01,31,15,0.4838709677419355
264,함양군,2024-02,29,15,0.5172413793103449
264,함양군,2024-03,31,21,0.6774193548387096
264,함양군,2024-04,30,21,0.7
264,함양군,2024-05,31,20,0.6451612903225806
264,함양군,2024-06,30,23,0.7666666666666667
264,함양군,2024-07,31,14,0.45161290322580644
264,함양군,2024-08,31,20,0.6451612903225806
264,함양군,2024-09,30,21,0.7
264,함양군,2024-10,31,18,0.5806451612903226
264,함양군,2024-11,30,23,0.7666666666666667
264,함양군,2024-12,31,23,0.7419354838709677
266,광양시,2024-01,31,18,0.5806451612903226
266,광양시,2024-02,29,13,0.4482758620689655
266,광양시,2024-03,31,22,0.7096774193548387
266,광양시,2024-04,30,22,0.7333333333333333
266,광양시,2024-05,31,20,0.6451612903225806
266,광양시,2024-06,30,24,0.8
266,광양시,2024-07,31,13,0.41935483870967744
266,광양시,2024-08,31,21,0.6774193548387096
266,광양시,2024-09,30,25,0.8333333333333334
266,광양시,2024-10,31,20,0.6451612903225806
266,광양시,2024-11,30,23,0.7666666666666667
266,광양시,2024-12,31,31,1.0
268,진도군,2024-01,31,18,0.5806451612903226
268,진도군,2024-02,29,13,0.4482758620689655
268,진도군,2024-03,31,18,0.5806451612903226
268,진도군,2024-04,30,19,0.6333333333333333
268,진도군,2024-05,31,22,0.7096774193548387
268,진도군,2024-06,30,22,0.7333333333333333
268,진도군,2024-07,31,15,0.4838709677419355
268,진도군,2024-08,31,24,0.7741935483870968
268,진도군,2024-09,30,23,0.7666666666666667
268,진도군,2024-10,31,18,0.5806451612903226
268,진도군,2024-11,30,18,0.6
268,진도군,2024-12,31,22,0.7096774193548387
271,봉화,2024-01,31,10,0.3225806451612903
271,봉화,2024-02,29,15,0.5172413793103449
271,봉화,2024-03,31,18,0.5806451612903226
271,봉화,2024-04,30,23,0.7666666666666667
271,봉화,2024-05,31,23,0.7419354838709677
271,봉화,2024-06,30,23,0.7666666666666667
271,봉화,2024-07,31,14,0.45161290322580644
271,봉화,2024-08,31,18,0.5806451612903226
271,봉화,2024-09,30,19,0.6333333333333333
271,봉화,2024-10,31,20,0.6451612903225806
271,봉화,2024-11,30,24,0.8
271,봉화,2024-12,31,18,0.5806451612903226
272,영주,2024-01,31,11,0.3548387096774194
272,영주,2024-02,29,16,0.5517241379310345
272,영주,2024-03,31,19,0.6129032258064516
272,영주,2024-04,30,23,0.7666666666666667
272,영주,2024-05,31,22,0.7096774193548387
272,영주,2024-06,30,22,0.7333333333333333
272,영주,2024-07,31,14,0.45161290322580644
272,영주,2024-08,31,24,0.7741935483870968
272,영주,2024-09,30,21,0.7
272,영주,2024-10,31,20,0.6451612903225806
272,영주,2024-11,30,24,0.8
272,영주,2024-12,31,16,0.5161290322580645
273,문경,2024-01,31,13,0.41935483870967744
273,문경,2024-02,29,15,0.5172413793103449
273,문경,2024-03,31,19,0.6129032258064516
273,문경,2024-04,30,22,0.7333333333333333
273,문경,2024-05,31,21,0.6774193548387096
273,문경,2024-06,30,24,0.8
273,문경,2024-07,31,13,0.41935483870967744
273,문경,2024-08,31,24,0.7741935483870968
273,문경,2024-09,30,25,0.8333333333333334
273,문경,2024-10,31,21,0.6774193548387096
273,문경,2024-11,30,21,0.7
273,문경,2024-12,31,17,0.5483870967741935
276,청송군,2024-01,31,6,0.1935483870967742
276,청송군,2024-02,29,11,0.3793103448275862
276,청송군,2024-03,31,18,0.5806451612903226
276,청송군,2024-04,30,23,0.7666666666666667
276,청송군,2024-05,31,22,0.7096774193548387
276,청송군,2024-06,30,21,0.7
276,청송군,2024-07,31,16,0.5161290322580645
276,청송군,2024-08,31,25,0.8064516129032258
276,청송군,2024-09,30,20,0.6666666666666666
276,청송군,2024-10,31,20,0.6451612903225806
276,청송군,2024-11,30,24,0.8
276,청송군,2024-12,31,13,0.41935483870967744
277,영덕,2024-01,31,19,0.6129032258064516
277,영덕,2024-02,29,14,0.4827586206896552
277,영덕,2024-03,31,23,0.7419354838709677
277,영덕,2024-04,30,23,0.7666666666666667
277,영덕,2024-05,31,21,0.6774193548387096
277,영덕,2024-06,30,22,0.7333333333333333
277,영덕,2024-07,31,19,0.6129032258064516
277,영덕,2024-08,31,24,0.7741935483870968
277,영덕,2024-09,30,19,0.6333333333333333
277,영덕,2024-10,31,17,0.5483870967741935
277,영덕,2024-11,30,21,0.7
277,영덕,2024-12,31,28,0.9032258064516129
278,의성,2024-01,31,5,0.16129032258064516
278,의성,2024-02,29,12,0.41379310344827586
278,의성,2024-03,31,21,0.6774193548387096
278,의성,2024-04,30,23,0.7666666666666667
278,의성,2024-05,31,22,0.7096774193548387
278,의성,2024-06,30,22,0.7333333333333333
278,의성,2024-07,31,15,0.4838709677419355
278,의성,2024-08,31,24,0.7741935483870968
278,의성,2024-09,30,23,0.7666666666666667
278,의성,2024-10,31,22,0.7096774193548387
278,의성,2024-11,30,23,0.7666666666666667
278,의성,2024-12,31,14,0.45161290322580644
279,구미,2024-01,31,16,0.5161290322580645
279,구미,2024-02,29,16,0.5517241379310345
279,구미,2024-03,31,23,0.7419354838709677
279,구미,2024-04,30,21,0.7
279,구미,2024-05,31,20,0.6451612903225806
279,구미,2024-06,30,24,0.8
279,구미,2024-07,31,14,0.45161290322580644
279,구미,2024-08,31,22,0.7096774193548387
279,구미,2024-09,30,21,0.7
279,구미,2024-10,31,19,0.6129032258064516
279,구미,2024-11,30,23,0.7666666666666667
279,구미,2024-12,31,21,0.6774193548387096
281,영천,2024-01,31,16,0.5161290322580645
281,영천,2024-02,29,15,0.5172413793103449
281,영천,2024-03,31,20,0.6451612903225806
281,영천,2024-04,30,22,0.7333333333333333
281,영천,2024-05,31,20,0.6451612903225806
281,영천,2024-06,30,20,0.6666666666666666
281,영천,2024-07,31,15,0.4838709677419355
281,영천,2024-08,31,24,0.7741935483870968
281,영천,2024-09,30,22,0.7333333333333333
281,영천,2024-10,31,19,0.6129032258064516
281,영천,2024-11,30,25,0.8333333333333334
281,영천,2024-12,31,24,0.7741935483870968
283,경주시,2024-01,31,18,0.5806451612903226
283,경주시,2024-02,29,14,0.4827586206896552
283,경주시,2024-03,31,20,0.6451612903225806
283,경주시,2024-04,30,21,0.7
283,경주시,2024-05,31,22,0.7096774193548387
283,경주시,2024-06,30,21,0.7
283,경주시,2024-07,31,21,0.6774193548387096
283,경주시,2024-08,31,20,0.6451612903225806
283,경주시,2024-09,30,17,0.5666666666666667
283,경주시,2024-10,31,19,0.6129032258064516
283,경주시,2024-11,30,26,0.8666666666666667
283,경주시,2024-12,31,28,0.9032258064516129
284,거창,2024-01,31,13,0.41935483870967744
284,거창,2024-02,29,15,0.5172413793103449
284,거창,2024-03,31,18,0.5806451612903226
284,거창,2024-04,30,20,0.6666666666666666
284,거창,2024-05,31,20,0.6451612903225806
284,거창,2024-06,30,21,0.7
284,거창,2024-07,31,15,0.4838709677419355
284,거창,2024-08,31,23,0.7419354838709677
284,거창,2024-09,30,24,0.8
284,거창,2024-10,31,21,0.6774193548387096
284,거창,2024-11,30,24,0.8
284,거창,2024-12,31,23,0.7419354838709677
285,합천,2024-01,31,17,0.5483870967741935
285,합천,2024-02,29,16,0.5517241379310345
285,합천,2024-03,31,22,0.7096774193548387
285,합천,2024-04,30,21,0.7
285,합천,2024-05,31,21,0.6774193548387096
285,합천,2024-06,30,23,0.7666666666666667
285,합천,2024-07,31,12,0.3870967741935484
285,합천,2024-08,31,26,0.8387096774193549
285,합천,2024-09,30,24,0.8
285,합천,2024-10,31,22,0.7096774193548387
285,합천,2024-11,30,26,0.8666666666666667
285,합천,2024-12,31,29,0.9354838709677419
288,밀양,2024-01,31,19,0.6129032258064516
288,밀양,2024-02,29,17,0.5862068965517241
288,밀양,2024-03,31,20,0.6451612903225806
288,밀양,2024-04,30,22,0.7333333333333333
288,밀양,2024-05,31,21,0.6774193548387096
288,밀양,2024-06,30,24,0.8
288,밀양,2024-07,31,16,0.5161290322580645
288,밀양,2024-08,31,21,0.6774193548387096
288,밀양,2024-09,30,25,0.8333333333333334
288,밀양,2024-10,31,20,0.6451612903225806
288,밀양,2024-11,30,26,0.8666666666666667
288,밀양,2024-12,31,30,0.967741935483871
289,산청,2024-01,31,16,0.5161290322580645
289,산청,2024-02,29,16,0.5517241379310345
289,산청,2024-03,31,22,0.7096774193548387
289,산청,2024-04,30,21,0.7
289,산청,2024-05,31,18,0.5806451612903226
289,산청,2024-06,30,22,0.7333333333333333
289,산청,2024-07,31,13,0.41935483870967744
289,산청,2024-08,31,26,0.8387096774193549
289,산청,2024-09,30,21,0.7
289,산청,2024-10,31,21,0.6774193548387096
289,산청,2024-11,30,24,0.8
289,산청,2024-12,31,27,0.8709677419354839
294,거제,2024-01,31,20,0.6451612903225806
294,거제,2024-02,29,15,0.5172413793103449
294,거제,2024-03,31,21,0.6774193548387096
294,거제,2024-04,30,21,0.7
294,거제,2024-05,31,22,0.7096774193548387
294,거제,2024-06,30,21,0.7
294,거제,2024-07,31,10,0.3225806451612903
294,거제,2024-08,31,23,0.7419354838709677
294,거제,2024-09,30,25,0.8333333333333334
294,거제,2024-10,31,18,0.5806451612903226
294,거제,2024-11,30,24,0.8
294,거제,2024-12,31,31,1.0
295,남해,2024-01,31,17,0.5483870967741935
295,남해,2024-02,29,13,0.4482758620689655
295,남해,2024-03,31,21,0.6774193548387096
295,남해,2024-04,30,23,0.7666666666666667
295,남해,2024-05,31,20,0.6451612903225806
295,남해,2024-06,30,22,0.7333333333333333
295,남해,2024-07,31,14,0.45161290322580644
295,남해,2024-08,31,28,0.9032258064516129
295,남해,2024-09,30,24,0.8
295,남해,2024-10,31,20,0.6451612903225806
295,남해,2024-11,30,25,0.8333333333333334
295,남해,2024-12,31,31,1.0
